time,text
0:17:36.75,Quackhead has leveled up!
0:17:37.0,Greshul Nas leveled up:
0:17:37.0,Berangere has been slain by unnamed marble
0:17:37.0,Quackhead has leveled up!
0:17:37.25,Greshul Nas leveled up:
0:17:37.25,Berangere has been slain by unnamed marble
0:17:37.25,Quackhead has leveled up!
0:17:37.5,Greshul Nas leveled up?
0:17:37.5,Berangere has been slain by unnamed marble
0:17:37.5,Quackhead has leveled up!
0:17:37.75,Greshul Nas leveled up?
0:17:37.75,Berangere has been slain by unnamed marble
0:17:37.75,Quackhead has leveled up!
0:17:38.0,Greshul Nas leveled up:
0:17:38.0,Berangere has been slain by unnamed marble
0:17:38.0,Quackhead has leveled up!
0:17:38.25,Greshnul Nas leveled up:
0:17:38.25,Berangere has been slain by unnamed marble
0:17:38.25,Quackhead has leveled up!
0:17:38.5,Greshul Nas leveled up:
0:17:38.5,Berangere has been slain by unnamed marble
0:17:38.5,Quackhead has leveled up!
0:17:38.75,Greshul Nas leveled up:
0:17:38.75,Berangere has been slain by unnamed marble
0:17:38.75,Quackhead has leveled up!
0:17:39.0,Greshul Nas leveled up:
0:17:39.0,Berangere has been slain by unnamed marble
0:17:39.0,Quackhead has leveled up!
0:17:39.25,Greshul Nas leveled up:
0:17:39.25,Berangere has been slain by unnamed marble
0:17:39.25,Quackhead has leveled up!
0:17:39.5,Greshnul Nas leveled up:
0:17:39.5,Berangere has been slain by unnamed marble
0:17:39.5,Quackhead has leveled up!
0:17:39.75,Berangere Captain has Treemandud been has slain been by slain unnamed by marble King Zinfane
0:17:39.75,Quackhead has leveled up!
0:17:40.0,Berangere has been slain by unnamed marble
0:17:40.0,Quackhead has leveled up!
0:17:40.0,Captain Treemandud has been slain by King Zinfane
0:17:40.25,Berangere has been slain by unnamed marble
0:17:40.25,Quackhead has leveled up!
0:17:40.25,Captain Treemandud has been slain by King Zinfane
0:17:40.5,berangere nas been slain by unhamed marble
0:17:40.5,Quackhead has leveled up!
0:17:40.5,Captain Treemandud has been slain by King Zinfane
0:17:40.75,berangere has been Slain by marble
0:17:40.75,Quackhead has leveled up!
0:17:40.75,Captain Treemandud has been slain by King Zinfane
0:17:41.0,berangere Nas been siain by Marple
0:17:41.0,Quackhead has leveled up!
0:17:41.0,Captain Treemandud has been slain by King Zinfane
0:17:41.25,berangere Nas peen siain by unnamed
0:17:41.25,Quackhead has leveled up!
0:17:41.25,Captain Treemandud has been slain by King Zinfane
0:17:41.5,berangere Nas been slain by unnamed marble
0:17:41.5,Quackhead has leveled up!
0:17:41.5,Captain Treemandud has been slain by King Zinfane
0:17:41.75,berangere Nas been slain by unnamed Marble
0:17:41.75,Quackhead has leveled up!
0:17:41.75,Captain Treemandud has been slain by King Zinfane
0:17:42.0,berangere Nas been slain by unnamed Marble
0:17:42.0,Quackhead has leveled up!
0:17:42.0,Captain Treemandud has been slain by King Zinfane
0:17:42.25,berangere Nas peen siain by unnamed Marple
0:17:42.25,Quackhead has leveled up!
0:17:42.25,Captain Treemandud has been slain by King Zinfane
0:17:42.5,berangere Nas been slain by unnamed Marble
0:17:42.5,Quackhead has leveled up!
0:17:42.5,Captain Treemandud has been slain by King Zinfane
0:17:42.75,berangere Nas been slain by unnamed Marble
0:17:42.75,Quackhead has leveled up!
0:17:42.75,Captain Treemandud has been slain by King Zinfane
0:17:43.0,tyr! EB MAS VEC DY
0:17:43.0,Quackhead has leveled up!
0:17:43.0,Captain Treemandud has been slain by King Zinfane
0:17:43.25,Quackhead Iturrioz has has leveled been up! slain by Prince Sssisssii
0:17:43.25,Captain Treemandud has been slain by King Zinfane
0:17:43.5,Quackhead has leveled up!
0:17:43.5,Captain Treemandud has been slain by King Zinfane
0:17:43.5,Iturrioz has been slain by Prince Sssisssii
0:17:43.75,Quacknead has leveled up!
0:17:43.75,Captain Treemandud has been slain by King Zinfane
0:17:43.75,Iturrioz has been slain by Prince Sssisssii
0:17:44.0,Quackhead Nas leveled up!
0:17:44.0,Captain Treemandud has been slain by King Zinfane
0:17:44.0,Iturrioz has been slain by Prince Sssisssil
0:17:44.25,Quackhead has leveled up?
0:17:44.25,Captain Treemandud has been slain by King Zinfane
0:17:44.25,Iturrioz has been slain by Prince Sssisssii
0:17:44.5,Quackhead Nas leveled up:
0:17:44.5,Captain Treemandud has been slain by King Zinfane
0:17:44.5,Iturrioz has been slain by Prince Sssisssii
0:17:44.75,Quackhead Nas leveled up:
0:17:44.75,Captain Treemandud has been slain by King Zinfane
0:17:44.75,Iturrioz has been slain by Prince Sssisssil
0:17:45.0,QuacKknead Nas leveled up!
0:17:45.0,Captain Treemandud has been slain by King Zinfane
0:17:45.0,Iturrioz has been slain by Prince Sssisssil
0:17:45.25,Quacknead Nas leveled up!
0:17:45.25,Captain Treemandud has been slain by King Zinfane
0:17:45.25,Iturrioz has been slain by Prince Sssisssil
0:17:45.5,Captain Treemandud has been slain by King Zinfane
0:17:45.5,Iturrioz has been slain by Prince Sssisssil
0:17:45.75,Captain Treemandud has been slain by King Zinfane
0:17:45.75,Iturrioz has been slain by Prince Sssisssil
0:17:46.0,Captain Treemandud has been slain by King Zinfane
0:17:46.0,Iturrioz has been slain by Prince Sssisssil
0:17:46.25,Captain Treemandud has been slain by King Zinfane
0:17:46.25,Iturrioz has been slain by Prince Sssisssil
0:17:46.5,Captain Treemandud has been slain by King Zinfane
0:17:46.5,Iturrioz has been slain by Prince Sssisssil
0:17:46.75,Captain Treemandud has been slain by King Zinfane
0:17:46.75,Iturrioz has been slain by Prince Sssisssil
0:17:47.0,Captain Treemandud has been slain by King Zinfane
0:17:47.0,Iturrioz has been slain by Prince Sssisssii
0:17:47.25,Captain Treemandud has been slain by King Zinfane
0:17:47.25,Iturrioz has been slain by Prince Sssisssii
0:17:47.5,Captain Treemandud has been slain by King Zinfane
0:17:47.5,Iturrioz has been slain by Prince Sssisssii
0:17:47.75,Captain Treemandud has been slain by King Zinfane
0:17:47.75,Iturrioz has been slain by Prince Sssisssii
0:17:48.0,Captain Treemandud has been slain by King Zinfane
0:17:48.0,Iturrioz has been slain by Prince Sssisssii
0:17:48.25,Captain Treemandud has been slain by King Zinfane
0:17:48.25,Iturrioz has been slain by Prince Sssisssii
0:17:48.5,Captain Treemandud has been slain by King Zinfane
0:17:48.5,Iturrioz has been slain by Prince Sssisssii
0:17:48.75,Captain Treemandud has been slain by King Zinfane
0:17:48.75,Iturrioz has been slain by Prince Sssisssil
0:17:49.0,Captain Treemandud has been slain by King Zinfane
0:17:49.0,Iturrioz has been slain by Prince
0:17:49.25,Iturrioz has been slain by Prince Sssisssii
0:17:50.0,Iturrioz has been slain by Prince Sssisssil
0:17:57.25,Quackhead has leveled up!
0:18:2.75,Quackhead has leveled up! a ee
0:18:3.0,Quackhead Yukikazeri has has leveled leveled up! up!
0:18:3.0,Quackhead has been slain by |
0:18:3.25,Quackhead Yukikazeri has has leveled leveled up! up!
0:18:3.25,Quackhead has been slain by Yukikazeri
0:18:3.5,Quackhead has leveled up?
0:18:3.5,Yukikazeri has leveled up!
0:18:3.5,Quackhead has been slain by Yukikazeri
0:18:3.75,-Yukikazeri has leveled up!
0:18:3.75,Quackhead has been slain by Yukikazeri
0:18:3.75,Purple has been granted an upgrade.
0:18:4.0,Yukikazeri has leveled up!
0:18:4.0,Quackhead has been slain by Yukikazeri
0:18:4.0,Purple has been granted an upgrade.
0:18:4.25,Yukikazerl has leveled up!
0:18:4.25,Quackhead has been slain by Yukikazeri
0:18:4.25,Purple has been granted an upgrade.
0:18:4.5,Yukikazerl Nas leveled up!
0:18:4.5,Quackhead has been slain by Yukikazeri
0:18:4.5,Purple has been granted an upgrade.
0:18:4.75,YuKiKazerl Nas leveled up:
0:18:4.75,Quackhead has been slain by Yukikazeri
0:18:4.75,Purple has been granted an upgrade.
0:18:5.0,Yukikazerl Nas leveled up:
0:18:5.0,Quackhead has been slain by Yukikazeri
0:18:5.0,Purple has been granted an upgrade.
0:18:5.25,Yukikazerl Nas leveled up:
0:18:5.25,Quackhead has been slain by Yukikazeri
0:18:5.25,Purple has been granted an upgrade.
0:18:5.5,YuKiKaZzerl Nas leveled up:
0:18:5.5,Quackhead has been slain by Yukikazeri
0:18:5.5,Purple has been granted an upgrade.
0:18:5.75,YuKiKaZzerl Nas leveled up:
0:18:5.75,Quackhead has been slain by Yukikazeri
0:18:5.75,Purple has been granted an upgrade.
0:18:6.0,YuKIKaZzerl Nas leveled up:
0:18:6.0,Quackhead has been slain by Yukikazeri
0:18:6.0,Purple has been granted an upgrade.
0:18:6.25,YUuKIKaZzerl Nas leveled up:
0:18:6.25,Quackhead has been slain by Yukikazeri
0:18:6.25,Purple has been granted an upgrade.
0:18:6.5,YUKIKAaZer Nas leveled up:
0:18:6.5,Quackhead has been slain by Yukikazeri
0:18:6.5,Purple has been granted an upgrade.
0:18:6.75,Nas leveled up:
0:18:6.75,Quackhead has been slain by Yukikazeri
0:18:6.75,Purple has been granted an upgrade.
0:18:7.0,Nas leveled up:
0:18:7.0,Quackhead has been slain by Yukikazeri
0:18:7.0,Purple has been granted an upgrade.
0:18:7.25,Nas leveled up:
0:18:7.25,Quackhead has been slain by Yukikazeri
0:18:7.25,Purple has been granted an upgrade.
0:18:7.5,Nas leveled up:
0:18:7.5,Quackhead has been slain by Yukikazeri
0:18:7.5,Purple has been granted an upgrade.
0:18:7.75,Nas leveled up:
0:18:7.75,Quackhead has been slain by Yukikazeri
0:18:7.75,Purple has been granted an upgrade.
0:18:8.0,Nas leveled up:
0:18:8.0,Quackhead has been slain by Yukikazeri
0:18:8.0,Purple has been granted an upgrade.
0:18:11.25,S Mi
0:18:11.25,Purple has been granted an upgrade.
0:18:11.25,Purple's king has become stronger.
0:18:11.5,QUACKME AC MAS DY
0:18:11.5,Purple has been granted an upgrade.
0:18:11.5,Purple's king has become stronger.
0:18:11.75,Quackhnead Nas deen Slain by YUKIKaZzerl
0:18:11.75,Purple has been granted an upgrade.
0:18:11.75,Purple's king has become stronger.
0:18:12.0,Quacknead Nas been Slain by
0:18:12.0,Purple has been granted an upgrade.
0:18:12.0,Purple's king has become stronger.
0:18:12.25,Quacknead Nas Deen slain Dy YUKIKaZzerl
0:18:12.25,Purple has been granted an upgrade.
0:18:12.25,Purple's king has become stronger.
0:18:12.5,Purple has been granted an upgrade.
0:18:12.5,Purple's king has become stronger.
0:18:12.75,Purple has been granted an upgrade.
0:18:12.75,Purple's king has become stronger.
0:18:13.0,Purple has been granted an upgrade
0:18:13.0,Purple's king has become stronger.
0:18:35.25,IES   Greshul has been slain by unnamed marble
0:18:35.5,Greshul has been slain by unnamed marble
0:18:56.25,a
0:18:56.5,Satoshi has leveled up!
0:18:56.5,Prince Wafer IV has been slain by Satoshi
0:18:56.75,Satoshi has leveled up!
0:18:56.75,Prince Wafer IV has been slain by Satoshi
0:18:57.0,Satoshi has leveled up!
0:18:57.0,Prince Wafer IV has been slain by Satoshi
0:18:57.25,Satoshi has leveled up!
0:18:57.25,Prince Wafer IV has been slain by Satoshi
0:18:57.5,Satoshi has leveled up!
0:18:57.5,Prince Wafer IV has been slain by Satoshi
0:18:57.75,Satoshi has leveled up!
0:18:57.75,Prince Wafer IV has been slain by Satoshi
0:18:58.0,Satoshi has leveled up!
0:18:58.0,Prince Wafer IV has been slain by Satoshi
0:19:0.0,Satoshi has leveled up!
0:19:0.0,Prince Wafer IV has been slain by Satoshi
0:19:2.0,Satoshi has leveled up!
0:19:2.0,Prince Wafer IV has been slain by Satoshi
0:19:4.0,Satoshi has leveled up!
0:19:4.0,Prince Wafer IV has been slain by Satoshi
0:19:28.5,Purple has been granted an upgrade.
0:19:51.5,Pink has been aranted an unarade.
0:19:51.75,Pink has been granted an upgrade.
0:20:2.25,Pink's fighters have increased armour.
0:20:11.25,hac hoon clain hy marhila
0:20:11.5,Prince Coto has been slain by unnamed marble
0:20:55.5,Yellow has been aranted an unparade.
0:20:55.75,Yellow has been granted an upgrade.
0:21:7.5,A town has been destroyed!
0:21:35.0,‘ing Obstagoon V has been slain by unnamed marble
0:21:35.5,ing Obstagoon V has been slain by unnamed marble
0:21:35.75,‘ing Obstagoon V has been slain by unnamed marble
0:22:29.75,Cantain Erhfaz hac haan clain hy marhia
0:22:30.0,Captain Echfaz has been slain by unnamed marble
0:22:39.5,A town has been destroyed!
0:22:47.75,A town has been destroyeu!
0:22:48.0,Catach; hac heen clain hv marhile
0:22:48.25,Satoshi has been slain by unnamed marble
0:23:36.25,Jordan Tyo XI has leveled up!
0:23:37.0,Jordan Tyo XI! has leveled up!
0:23:37.5,Jordan nA Tyo lInrdan XI! has leveled pac up! haan clain hy marhla
0:23:37.75,Jordan Tyo XI! has leveled up!
0:23:37.75,ing Jordan Tyo XI has been slain by unnamed marble
0:23:38.0,Jordan Tyo XI! has leveled up!
0:23:38.0,ing Jordan Tyo XI has been slain by unnamed marble
0:23:38.25,Jordan Tyo Hes XI has Kae leveled Beem up! i wee els
0:23:38.25,ing Jordan Tyo XI has been slain by unnamed marble
0:23:38.5,Jordan Tyo XI has leveled up!
0:23:38.5,ing Jordan Tyo XI has been slain by unnamed marble
0:23:38.5,lank the Kingless has been slain by unnamed marble
0:23:38.75,Jordan Tyo XI! has leveled up!
0:23:38.75,ing Jordan Tyo XI has been slain by unnamed marble
0:23:38.75,lank the Kingless has been slain by unnamed marble
0:23:39.0,SS   a UP.
0:23:39.0,ing Jordan Tyo XI has been slain by unnamed marble
0:23:39.0,lank the Kingless has been slain by unnamed marble
0:23:39.25,ing Jordan Tyo XI has been slain by unnamed marble
0:23:39.25,lank the Kingless has been slain by unnamed marble
0:23:39.25,Red has been granted an upgrade.
0:23:39.5,ing Jordan Tyo XI has been slain by unnamed marble
0:23:39.5,lank the Kingless has been slain by unnamed marble
0:23:39.5,Red has been granted an upgrade.
0:23:39.75,Ing Jordan Tyo XI has been by unnamed marble
0:23:39.75,lank the Kingless has been slain by unnamed marble
0:23:39.75,Red has been granted an upgrade.
0:23:40.0,Ing Jordan lyo Xl Nas been siain by unnamed Marble
0:23:40.0,lank the Kingless has been slain by unnamed marble
0:23:40.0,Red has been granted an upgrade.
0:23:40.25,Ing Jordan lyo AI Nas been siain by unhamed Marple
0:23:40.25,lank the Kingless has been slain by unnamed marble
0:23:40.25,Red has been granted an upgrade.
0:23:40.5,Ing Jordan lyo AI Nas been siain by Marple
0:23:40.5,lank the Kingless has been slain by unnamed marble
0:23:40.5,Red has been granted an upgrade.
0:23:40.75,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:40.75,lank the Kingless has been slain by unnamed marble
0:23:40.75,Red has been granted an upgrade.
0:23:41.0,Ing Jordan AI Nas been siain by unnamed Marple
0:23:41.0,lank the Kingless has been slain by unnamed marble
0:23:41.0,Red has been granted an upgrade.
0:23:41.25,INg Jordan Al Nas been siain by unnamed Marple
0:23:41.25,lank the Kingless has been slain by unnamed marble
0:23:41.25,Red has been granted an upgrade.
0:23:41.5,Ing Jordan lyo Al Nas been siain by unnamed Marple
0:23:41.5,lank the Kingless has been slain by unnamed marble
0:23:41.5,Red has been granted an upgrade.
0:23:41.75,Ing Jordan lyoO Al Nas been siain by unnamed Marple
0:23:41.75,lank the Kingless has been slain by unnamed marble
0:23:41.75,Red has been granted an upgrade.
0:23:42.0,ING Jordan lyo Al Nas been siain by unnamed Marple
0:23:42.0,lank the Kingless has been slain by unnamed marble
0:23:42.0,Red has been granted an upgrade.
0:23:42.25,ING Jordan lyo Al Nas been siain by unnamed Marple
0:23:42.25,lank the Kingless has been slain by unnamed marble
0:23:42.25,Red has been granted an upgrade.
0:23:42.5,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:42.5,lank the Kingless has been slain by unnamed marble
0:23:42.5,Red has been granted an upgrade.
0:23:42.75,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:42.75,lank the Kingless has been slain by unnamed marble
0:23:42.75,Red has been granted an upgrade.
0:23:43.0,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:43.0,lank the Kingless has been slain by unnamed marble
0:23:43.0,Red has been granted an upgrade.
0:23:43.25,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:43.25,lank the Kingless has been slain by unnamed marble
0:23:43.25,Red has been granted an upgrade.
0:23:43.5,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:43.5,lank the Kingless has been slain by unnamed marble
0:23:43.5,Red has been granted an upgrade.
0:23:43.75,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:43.75,lank the Kingless has been slain by unnamed marble
0:23:43.75,Red has been granted an upgrade.
0:23:44.0,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:44.0,lank the Kingless has been slain by unnamed marble
0:23:44.0,Red has been granted an upgrade.
0:23:44.25,Ing Jordan lyoO AI Nas been siain by unnamed Marple
0:23:44.25,lank the Kingless has been slain by unnamed marble
0:23:44.25,Red has been granted an upgrade.
0:23:44.5,Ing Jordan lyoO AI Nas been siain by unnamed Marple
0:23:44.5,lank the Kingless has been slain by unnamed marble
0:23:44.5,Red has been granted an upgrade.
0:23:44.75,Ing Jordan lyoO AI Nas been siain by unnamed Marple
0:23:44.75,lank the Kingless has been slain by unnamed marble
0:23:44.75,Red has been granted an upgrade.
0:23:45.0,Ing Jordan lyo AI Nas been siain by unnamed Marple
0:23:45.0,lank the Kingless has been slain by unnamed marble
0:23:45.0,Red has been granted an upgrade.
0:23:45.25,lank Red the received Kingless a has Necromancer. been slain by unnamed marble
0:23:45.25,Red has been granted an upgrade.
0:23:45.5,lank the Kingless has been slain by unnamed marble
0:23:45.5,Red has been granted an upgrade.
0:23:45.5,Red received a Necromancer.
0:23:45.75,lank the Kingless has been slain by unnamed marble
0:23:45.75,Red has been granted an upgrade.
0:23:45.75,Red received a Necromancer.
0:23:46.0,lank the Kingless nas been siain by unnamed marble
0:23:46.0,Red has been granted an upgrade.
0:23:46.0,Red received a Necromancer.
0:23:46.25,fank the Kingless has been slain by unnamed Marble
0:23:46.25,Red has been granted an upgrade.
0:23:46.25,Red received a Necromancer.
0:23:46.5,fank the Kingiess Nas been siain by unhamed Marple
0:23:46.5,Red has been granted an upgrade.
0:23:46.5,Red received a Necromancer.
0:23:46.75,The KINGIESS Nas been by unnamed Marple
0:23:46.75,Red has been granted an upgrade.
0:23:46.75,Red received a Necromancer.
0:23:47.0,lank TNE KINGIESS Nas been Slain by unnamed Marble
0:23:47.0,Red has been granted an upgrade.
0:23:47.0,Red received a Necromancer.
0:23:47.25,lank TNE KINGIESS Nas been Slain by unnamed Marble
0:23:47.25,Red has been granted an upgrade.
0:23:47.25,Red received a Necromancer.
0:23:47.5,lank TNE KINGIESS Nas been Slain by Marble
0:23:47.5,Red has been granted an upgrade.
0:23:47.5,Red received a Necromancer.
0:23:47.75,The KINGIESS Nas Deen by unnamed Marple
0:23:47.75,Red has been granted an upgrade.
0:23:47.75,Red received a Necromancer.
0:23:48.0,Red has been granted an upgrade.
0:23:48.0,Red received a Necromancer.
0:23:56.5,Yellow has been aranted an uparade.
0:23:56.75,Yellow has been granted an upgrade.
0:24:5.5,Yellow's fighters have increased health regen.
0:24:5.75,Yellow has been granted an upgrade.
0:24:5.75,Yellow's fighters have increased health regen.
0:24:12.0,IridumSky VI has leveled up!
0:24:12.25,Yellow's fighters have increased health regen.
0:24:12.25,IridumSky VI has leveled up!
0:24:12.5,Yellow's fighters have increased health regen.
0:24:12.5,lridumSky VI has leveled up!
0:24:12.75,Yellow's fighters have increased health regen.
0:24:12.75,IridumSky VI has leveled up!
0:24:13.0,Yellow's fighters have increased health regen.
0:24:13.0,IridumSky VI has leveled up!
0:24:13.25,Yellow's fighters have increased health regen.
0:24:13.25,VI has leveled up!
0:24:13.5,Yellow's fighters have increased health regen.
0:24:13.5,lridumSky VI has leveled up!
0:24:13.75,Yellow's fighters have increased health regen.
0:24:13.75,IridumSky VI has leveled up!
0:24:15.25,lridumSky VI has leveled up!
0:24:15.5,VI has leveled up!
0:24:15.5,een IridumSky VI has been slain by unnamed marble
0:24:15.75,VI has leveled up!
0:24:15.75,een IridumSky VI has been slain by unnamed marble
0:24:16.0,VI has leveled up!
0:24:16.0,een IridumSky VI has been slain by unnamed marble
0:24:16.25,lridumSky VI has leveled up!
0:24:16.25,een IridumSky VI has been slain by unnamed marble
0:24:16.25,Teal has been aranted an uparade.
0:24:16.5,lridumSky VI has leveled up!
0:24:16.5,een IridumSky VI has been slain by unnamed marble
0:24:16.5,Teal has been granted an upgrade.
0:24:16.75,IridumSky VI has leveled up!
0:24:16.75,een IridumSky VI has been slain by unnamed marble
0:24:16.75,Teal has been granted an upgrade.
0:24:17.0,Indumoky VI Nas leveled up!
0:24:17.0,een IridumSky VI has been slain by unnamed marble
0:24:17.0,Teal has been granted an upgrade.
0:24:17.25,Vi Nas leveled up:
0:24:17.25,een IridumSky VI has been slain by unnamed marble
0:24:17.25,Teal has been granted an upgrade.
0:24:17.5,Vi Nas leveled up:
0:24:17.5,een IridumSky VI has been slain by unnamed marble
0:24:17.5,Teal has been granted an upgrade.
0:24:17.75,Vi Nas leveled up:
0:24:17.75,een IridumSky VI has been slain by unnamed marble
0:24:17.75,Teal has been granted an upgrade.
0:24:18.0,IrlidumMoky VI Nas leveled up:
0:24:18.0,een IridumSky VI has been slain by unnamed marble
0:24:18.0,Teal has been granted an upgrade.
0:24:18.25,VI Nas leveled up:
0:24:18.25,een IridumSky VI has been slain by unnamed marble
0:24:18.25,Teal has been granted an upgrade.
0:24:18.5,Irldumoky VI Nas leveled up:
0:24:18.5,een IridumSky VI has been slain by unnamed marble
0:24:18.5,Teal has been granted an upgrade.
0:24:18.75,VI Nas leveled up:
0:24:18.75,een IridumSky VI has been slain by unnamed marble
0:24:18.75,Teal has been granted an upgrade.
0:24:19.0,VI Nas leveled up:
0:24:19.0,een IridumSky VI has been slain by unnamed marble
0:24:19.0,Teal has been granted an upgrade.
0:24:19.25,VI Nas levered up:
0:24:19.25,een IridumSky VI has been slain by unnamed marble
0:24:19.25,Teal has been granted an upgrade.
0:24:19.5,VI Nas levered up:
0:24:19.5,een IridumSky VI has been slain by unnamed marble
0:24:19.5,Teal has been granted an upgrade.
0:24:19.75,Iridumoky VI Nas leveled up:
0:24:19.75,een IridumSky VI has been slain by unnamed marble
0:24:19.75,Teal has been granted an upgrade.
0:24:20.0,Irldumoky VI Nas leveled up:
0:24:20.0,een IridumSky VI has been slain by unnamed marble
0:24:20.0,Teal has been granted an upgrade.
0:24:20.25,Iridumoky VI Nas leveled up:
0:24:20.25,een IridumSky VI has been slain by unnamed marble
0:24:20.25,Teal has been granted an upgrade.
0:24:20.5,Iridumoky VI Nas leveled up:
0:24:20.5,een IridumSky VI has been slain by unnamed marble
0:24:20.5,Teal has been granted an upgrade.
0:24:20.75,IrlduMoky VI Nas leveled up:
0:24:20.75,een IridumSky VI has been slain by unnamed marble
0:24:20.75,Teal has been granted an upgrade.
0:24:21.0,Irldumoky VI Nas leveled up:
0:24:21.0,een IridumSky VI has been slain by unnamed marble
0:24:21.0,Teal has been granted an upgrade.
0:24:21.25,IMMGUMOKY VI Nas leveled up!
0:24:21.25,een IridumSky VI has been slain by unnamed marble
0:24:21.25,Teal has been granted an upgrade.
0:24:21.5,een IridumSky VI has been slain by unnamed marble
0:24:21.5,Teal has been granted an upgrade.
0:24:21.75,een IridumSky VI has been slain by unnamed marble
0:24:21.75,Teal has been granted an upgrade.
0:24:22.0,een IridumSky VI has been slain by unnamed marble
0:24:22.0,Teal has been granted an upgrade.
0:24:24.0,een IridumSky VI has been slain by unnamed marble
0:24:24.0,Teal has been granted an upgrade.
0:24:32.25,Teal's king has become stronger.
0:26:10.0,lrida has leveled up!
0:26:10.0,Jomo has s leveled up!
0:26:10.25,lrida has leveled up!
0:26:10.25,Jomo has been slain by
0:26:10.5,lrida has leveled up!
0:26:10.5,Jomo has been slain by Irida
0:26:10.75,lrida has leveled up!
0:26:10.75,Jomo has been slain by Irida
0:26:11.0,lrida has leveled up!
0:26:11.0,Jomo has been slain by Irida
0:26:11.25,lrida has leveled up!
0:26:11.25,Jomo has been slain by Irida
0:26:11.5,lrida has leveled up!
0:26:11.5,Jomo has been slain by Irida
0:26:11.75,lrida has leveled up!
0:26:11.75,Jomo has been slain by Irida
0:26:12.0,lrida has leveled up!
0:26:12.0,Jomo has been slain by Irida
0:26:16.25,FalsS nas leveled up!
0:26:16.25,Captain Belenir has been slain by Fais
0:26:16.25,All players receive an upgrade.
0:26:16.5,FalS Nas leveled up:
0:26:16.5,Captain Belenir has been slain by Fais
0:26:16.5,All players receive an upgrade.
0:26:16.75,FalS Nas leveled up:
0:26:16.75,Captain Belenir has been slain by Fais
0:26:16.75,All players receive an upgrade.
0:26:17.0,FalS Nas leveled up:
0:26:17.0,Captain Belenir has been slain by Fais
0:26:17.0,All players receive an upgrade.
0:26:17.25,FalS Nas leveled up:
0:26:17.25,Captain Belenir has been slain by Fais
0:26:17.25,All players receive an upgrade.
0:26:17.5,FalS Nas leveled up:
0:26:17.5,Captain Belenir has been slain by Fais
0:26:17.5,All players receive an upgrade.
0:26:17.75,FalS Nas leveled up:
0:26:17.75,Captain Belenir has been slain by Fais
0:26:17.75,All players receive an upgrade.
0:26:18.0,ralS nas leveled up:
0:26:18.0,Captain Belenir has been slain by Fais
0:26:18.0,All players receive an upgrade.
0:26:20.0,ralS nas leveled up:
0:26:20.0,Captain Belenir has been slain by Fais
0:26:20.0,All players receive an upgrade.
0:26:20.25,ralS nas leveled up:
0:26:20.25,Captain Belenir has been slain by Fais
0:26:20.25,All players receive an upgrade.
0:26:20.5,FralS nas leveled up:
0:26:20.5,Captain Belenir has been slain by Fais
0:26:20.5,All players receive an upgrade.
0:26:20.75,ralS nas leveled up:
0:26:20.75,Captain Belenir has been slain by Fais
0:26:20.75,All players receive an upgrade.
0:26:21.0,FalS nas leveled up:
0:26:21.0,Captain Belenir has been slain by Fais
0:26:21.0,All players receive an upgrade.
0:26:21.25,ralS nas leveled up:
0:26:21.25,Captain Belenir has been slain by Fais
0:26:21.25,All players receive an upgrade.
0:26:21.5,ralS nas leveled up:
0:26:21.5,Captain Belenir has been slain by Fais
0:26:21.5,All players receive an upgrade.
0:26:21.75,UP:
0:26:21.75,Captain Belenir has been slain by Fais
0:26:21.75,All players receive an upgrade.
0:26:22.0,Captain Green's ee city | Nas will ee Deen spawn eee) Slain an ee DY additional ee FalsS Spearman.
0:26:22.0,All players receive an upgrade.
0:26:22.25,All Green's players city receive will an spawn upgrade. an additional Spearman.
0:26:22.25,Teal's city will spawn an additional Berserker
0:26:22.5,All players receive an upgrade.
0:26:22.5,Green's city will spawn an additional Spearman.
0:26:22.5,Teal's city will spawn an additional Berserker
0:26:22.75,All players receive an upgrade.
0:26:22.75,Green's city will spawn an additional Spearman.
0:26:22.75,Teal's city will spawn an additional Berserker
0:26:23.0,All players receive an upgrade.
0:26:23.0,Green's city will spawn an additional Spearman.
0:26:23.0,Teal's city will an additional Berserker
0:26:23.25,All players recelve an upgrade.
0:26:23.25,Green's city will spawn an additional Spearman.
0:26:23.25,Teal's city will an additional Berserker
0:26:23.5,All players an upgrade.
0:26:23.5,Green's city will spawn an additional Spearman.
0:26:23.5,Teal's city will spawn an additional Berserker
0:26:23.75,All players an upgrade.
0:26:23.75,Green's city will spawn an additional Spearman.
0:26:23.75,Teal's city will spawn an additional Berserker
0:26:24.0,All players recelve an upgrade.
0:26:24.0,Green's city will spawn an additional Spearman.
0:26:24.0,Teal's city will spawn an additional Berserker
0:26:24.25,All players an upgrade.
0:26:24.25,Green's city will spawn an additional Spearman.
0:26:24.25,Teal's city will spawn an additional Berserker
0:26:24.5,All players recelve an upgrade.
0:26:24.5,Green's city will spawn an additional Spearman.
